entry,attribution
ALIVE,Macaulay
ALIVE,Richardson
ALIVE,Falconer
ALIVE,Clarendon
ALKEKENGI,Eaton
ALL,Shak
ALL,Spenser
ALL,Gay
ALL,Arnold
ALL,Shak
ALL,Milton
ALL,Tennyson
ALL,Spenser
ALLAY,Shak
ALLAYMENT,Shak
ALLECRET,Fairholt
ALLECTIVE,Taylor
ALLEGATION,Steele
ALLEGEABLE,South
ALLEGEMENT,Sanderson
ALLEGIANT,Shak
ALLEGORIC; ALLEGORICAL,Max Miller
ALLEGORIST,Hume
ALLEGORIZE,Holland
ALLEGORY,Smith
ALLENARLY,Scott
ALLERION,Burke
ALLEVIATE,Evelyn
ALLEVIATE,Ray
ALLEVIATE,Horsley
ALLEVIATE,Johnson
ALLEVIATION,Johnson
ALLEVIATORY,Carlyle
ALLEY,Milton
ALLEY,Gay
ALLEY,Dickens
ALLEYED,Scott
ALLIANCE,Smith
ALLIANCE,Mansel
ALLIANCE,Udall
ALLIANT,Wotton
ALLICIENCY,Browne
ALLIGATE,Hale
ALLIGATOR,Loudon
ALLINEATION; ALINEEATION,Whewell
ALLINEATION; ALINEEATION,Young
ALLISION,Woodward
ALLITERATE,Skeat
ALLITERATION,Milton
ALLITERATION,Tennyson
ALLITERATION,Plowman
ALLNESS,Turnbull
ALLOCATE,Burke
ALLOCATION,Hallam
ALLOCATION,Stanley
ALLOCUTION,Addison
ALLODIAL,Blackstone
ALLODIAL,Coxe
ALLODIUM,Bouvier
ALLOMORPH,Williams
ALLOPATH,Rev
ALLOPHYLIC; ALLOPHYLIAN,Prichard
ALLOT,Johnson
ALLOTHEISM,Taylor
ALLOTMENT,Broome
ALLOW,Fuller
ALLOW,Shak
ALLOW,Macaulay
ALLOW,Thackeray
ALLOW,Addison
ALLOW,Shak
ALLOWABLENESS,South
ALLOWANCE,Shak
ALLOWANCE,Acknowledgment
ALLOWANCE,Shak
ALLOWANCE,Thackeray
ALLOWANCE,Macaulay
ALLOWEDLY,Shenstone
ALLOY,Locke
ALLOY,Harrison
ALLOY,Ure
ALLUDE,Hooker
ALLURE,Falconer
ALLURE,Milton
ALLUREMENT,Milton
ALLUVION,Lyell
ALLUVION,Cobden
ALLUVIUM,Lyell
ALLY,Pope
ALLY,Spenser
ALLY,Pope
ALLY,Macaulay
ALMAIN; ALMAYNE; ALMAN,Shak
ALMAIN; ALMAYNE; ALMAN,Foxe
ALME; ALMEH,Bayard Taylor
ALMIGHTINESS,Jer
ALMIGHTY,De Quincey
ALMOND FURNACE,Chambers
ALMS,Dryden
ALMS,Blackstone
ALMSMAN,Almswoman
ALMSMAN,Shak
ALMUG; ALGUM,Smith
ALOFT,Holland
ALOGIAN,Shipley
ALONE,Coleridge
ALONE,Franklin
ALONE,Bentley
ALONE,Shak
ALONELY,Latimer
ALONENESS,Montagu
ALONG,Dryden
ALONG,Shak
ALONG,Stowe
ALOOF,Dryden
ALOOF,Taylor
ALOOF,Milton
ALOOFNESS,Thoreau
ALP,Milton
ALP,Pope
ALPHABET,Macaulay
ALPHABETARIAN,Sancroft
ALPHABETISM,Brit
AL-PHITOMANCY,Knowles
ALPHONSINE,Whewell
ALTARAGE,Shipley
ALTARWISE,Shipley
ALTER,Pope
ALTERABLE,Rogers
ALTERANT,Bacon
ALTERATION,Hooker
ALTERATION,Milton
ALTERATION,Swift
ALTERATIVE,Burton
ALTERCATION,Hakewill
ALTERITY,Coleridge
ALTERNATE,Pope
ALTERNATE,Gray
ALTERNATE,Prior
ALTERNATE,Grew
ALTERNATE,Philips
ALTERNATE,Kirwan
ALTERNATIVE,Burke
ALTERNATIVE,Lewis
ALTERNATIVE,Longfellow
ALTERNITY,Browne
ALTHO,Grove
ALTHORN,Grove
ALTIMETER,Knight
ALTISONANT,Skelton
ALTITUDE,Shak
ALTITUDE,Swift
ALTITUDE,Scott
ALTO,Moore
ALTOMETER,Knight
ALTRUISM,Mill
ALTRUISTIC,Bain
ALUDEL,Ure
ALUM,Ure
ALUMINE,Davy
ALURE,Warton
ALUTACEOUS,Leathery
ALUTACEOUS,Brande
ALVEARY,Barret
ALVEARY,Quincy
ALVEUS,Weate
ALWAYS,Milton
ALWAYS,Bulwer
AMABILITY,Taylor
AMACRATIC,Herschel
AMADOU,Ure
AMAIN,Milton
AMAIN,Parker
AMALGAM,Jonson
AMALGAMA,Burke
AMALGAMATE,Burke
AMALGAMATION,Ure
AMALGAMATION,Macaulay
AMARACUS,Tennyson
AMARANTHINE,Cowper
AMARANTHINE,Buchanan
AMARYLLIS,Milton
AMASS,Pope
AMASS,Wotton
AMASSMENT,Glanvill
AMATE,Milton
AMATIVENESS,Combe
AMAZE,Shak
AMAZE,Taylor
AMAZE,Byron
AMAZEDLY,Shak
AMAZEDNESS,Hall
AMAZEMENT,Milton
AMAZONIAN,Shak
AMBASSADORIAL,Walpole
AMBASSADRESS,Prescott
AMBASSY,Helps
AMBERGRIS,Dana
AMBER SEED,Chambers
AMBIDEXTER,Smollett
AMBIDEXTER,Burton
AMBIDEXTER,Cowell
AMBIDEXTERITY,De Quincey
AMBIDEXTRAL,Earle
AMBIENT,Wotton
AMBIGUITY,South
AMBILEVOUS,Browne
AMBIT,Milward
AMBITION,Milton
AMBITION,Shak
AMBITION,Trumbull
AMBITIONLESS,Pollok
AMBITIOUS,Evelyn
AMBITIOUS,Cowper
AMBITIOUS,Collins
AMBLE,Shak
AMBLE,Shak
AMBLE,Jonson
AMBLYOPIC,Quain
AMBO,Gwilt
AMBROSE,Turner
AMBROSIA,Milton
AMBROSIA,Spenser
AMBROSIAC,Jonson
AMBROSIAN,Jonson
AMBULANT,Gayton
AMBULATION,Browne
AMBULATOR,Knight
AMBULATORIAL,Verrill
AMBULATORY,Taylor
AMBULATORY,Wotton
AMBUSH,Milton
AMBUSH,Dryden
AMBUSH,Trumbull
AMBUSTION,Blount
AMEL,Chapman
AMELIORATION,Mill
AMEN,Rhemish Trans
AMENABILITY,Coleridge
AMENABLE,Taylor
AMENABLE,Carlyle
AMEND,Shak
AMEND,De Quincey
AMEND,Scott
AMEND,Sidney
AMENDATORY,Bancroft
AMENDS,Shak
AMENITY,Buckle
AMENITY,Howitt
AMENT,Coues
AMENTIFEROUS,Balfour
AMENTUM,Amenta
AMERCE,Milton
AMERCE,Spenser
AMERCEMENT,Jacobs
AMIABILITY,Taylor
AMIABLE,Herbert
AMIABLE,Shak
AMICABILITY,Ash
AMICABLE,Prideoux
AMICABLE,Bouvier
AMIDSHIPS,Totten
AMIDST; AMID,Shak
AMISS,Wollaston
AMISS,Shak
AMISSIBILITY,Hallam
AMISSION,Browne
AMITY,Cowper
AMNESIA,Quian
AMONG; AMONGST,Milton
AMONG; AMONGST,Hume
AMONG; AMONGST,Marlowe
AMONTILLADO,Simmonds
AMORET,Warton
AMORIST,Southey
AMORIST,Fletcher
AMOROSA,Herbert
AMOROUS,Keats
AMOROUS,Tennyson
AMOROUS,Shak
AMORPHA,Longfellow
AMORPHOUS,Kirwan
AMORPHOUS,Hare
AMORT,Shak
AMORTIZATION,Simmonds
AMOUNT,Spenser
AMOUNT,Pope
AMPHIBIOUS,Hare
AMPHIBIOUS,Blackstone
AMPHIBOLOGICAL,Taylor
AMPHIBOLOUS,Howell
AMPHIBOLY,Whitlock
AMPHICOME,Brit
AMPHICTYONIC,Smith
AMPHIMACER,Andrews
AMPLE,Spenser
AMPLE,Johnson
AMPLECTANT,Gray
AMPLEXATION,Hall
AMPLEXICAUL,Gray
AMPLIATIVE,Thomson
AMPLIFICATION,Davies
AMPLIFICATORY,Morell
AMPLIFY,Dryden
AMPLIFY,Fairfax
AMPLIFY,South
AMPLITUDE,Fuller
AMPULLA,Shipley
AMPUTATE,Wiseman
AMT,Brit
AMUCK,Pope
AMUSE,Holland
AMUSE,Fuller
AMUSE,Gilpin
AMUSE,Johnson
AMUSE,Crabb
AMUSED,Diverted
AMUSEMENT,Macaulay
AMYGDALATE,Coxe
AMYLIC,Gregory
AMYLOBACTER,Sternberg
AMYLOLYTIC,Foster
AN,Shak
AN,Jonson
ANA,Dryden
ANA,Hallam
ANABAPTISTIC; ANABAPTISTICAL,Bull
ANABAPTISTRY,Pagitt
ANABASIS,De Quincey
ANABRANCH,Jackson
ANACHRONISTIC,Warton
ANACLASTICS,Brit
ANACOENOSIS,Walker
ANACREONTIC,De Quincey
ANADEM,Tennyson
ANADROMOUS,Eaton
ANAEROBIES,Sternberg
ANAESTHETIZE,Brit
ANAGRAMMATISM,Camden
ANAGRAMMATIZE,Cudworth
ANALGESIA,Quain
ANALOGIC,Eliot
ANALOGICAL,Mill
ANALOGICAL,Hale
ANALOGICALLY,Berkeley
ANALOGIST,Cheyne
ANALOGOUS,De Quincey
ANALOGOUS,Newman
ANALOGUE,Taylor
ANALOGUE,Dana
ANALOGY,Karslake
ANALOGY,Johnson
ANAMORPHISM,Huxley
ANANTHEROUS,Gray
ANAPHRODISIAC,Dunglison
ANARCH,Milton
ANARCH,Byron
ANARCHAL,Landor
ANARCHY,Cowper
ANASTATE,Foster
ANASTOMOSE,Taylor
ANATHEMA,Priestley
ANATHEMA,Thackeray
ANATHEMA,Locke
ANATHEMATISM,Taylor
ANATHEMATIZATION,Barrow
ANATHEMATIZE,Milton
ANATHEMATIZER,Hammond
ANATOMIC; ANATOMICAL,Hume
ANATOMIZE,Hume
ANATOMY,Dryden
ANATOMY,Fuller
ANATREPTIC,Enfield
ANATRON,Johnson
ANATROPAL; ANATROPOUS,Gray
ANCESTORIAL,Grote
ANCESTRY,Addison
ANCHOR,Shak
ANCHOR,Shak
ANCHORAGE,Johnson
ANCHORESS,Wordsworth
ANCHORET; ANCHORITE,Boyle
ANCIENT,Milton
ANCIENT,Fuller
ANCIENT,Prov
ANCIENT,Scott
ANCIENT,Barrow
ANCIENT,Holland
ANCIENT,Berners
ANCIENT,Pope
ANCIENT,Brande
ANCIENT,Shak
ANCIENT,Shak
ANCIENTRY,West
ANCIENTRY,Shak
ANCIENTRY,Fuller
ANCILLARY,Hallam
AND,Milton
AND,Shak
AND,Bacon
ANDARAC,Coxe
ANDIRON,The Eng
ANDRANATOMY,Coxe
ANDROGYNE,Whewell
ANDROGYNOUS; ANDROGYNAL,Owen
ANDROGYNOUS; ANDROGYNAL,Coleridge
ANDROPETALOUS,Brande
ANDROPHORE,Gray
ANEAR,Taylor
ANECDOTAGE,De Quincey
ANECDOTE,Burke
ANELE,Shipley
ANELECTROTONUS,Foster
ANEMOGRAPH,Knight
ANEMOMETROGRAPH,Knight
ANEMONY,Sandys
ANEMORPHILOUS,Lubbock
ANENTEROUS,Owen
ANES,Scott
ANETHOL,Watts
ANEW,Dryden
ANFRACTUOSITY,Macaulay
ANGEL,Jonson
ANGEL,Milton
ANGEL,Shak
ANGEL,Scott
ANGEL,Cyc
ANGELET,Cyc
ANGELHOOD,Browning
ANGELIC; ANGELICAL,Macaulay
ANGELIC; ANGELICAL,Eadie
ANGELIZE,Taylor
ANGELOLOGY,Milman
ANGELUS,Shipley
ANGER,Temple
ANGER,Shak
ANGER,Bacon
ANGER,Clarendon
ANGERLY,Shak
ANGIOCARPOUS,Gray
ANGIOSCOPE,Morin
ANGLE,Spenser
ANGLE,Milton
ANGLE,Dryden
ANGLE,Shak
ANGLE,Pope
ANGLE,Knight
ANGLE,Shak
ANGLE,Sidney
ANGLED,Hall
ANGLICAN,Burke
ANGLICISM,Dryden
ANGLIFY,Darwin
ANGLING,Walton
ANGLO-SAXON,Freeman
ANGLO-SAXONISM,Arnold
ANGRY,Taylor
ANGRY,Herbert
ANGRY,Tennyson
ANGUISH,Latimer
ANGULARLY,Jonson
ANGULATION,Huxley
ANGULOUS,Glanvill
ANGUSTATION,Wiseman
ANGUSTIFOLIATE; ANGUSTIFOLIOUS,Wright
ANHELATION,Glanvill
ANHELE,Latimer
ANIMADVERSAL,More
ANIMADVERSION,Glanvill
ANIMADVERSION,Clarendon
ANIMADVERSIVE,Coleridge
ANIMADVERT,Dryden
ANIMALCULIST,Keith
ANIMALITY,Locke
ANIMALIZE,Warburton
ANIMALIZE,Coleridge
ANIMALLY,Eliot
ANIMATE,Dryden
ANIMATE,Knolles
ANIMATE,Bentley
ANIMATER,De Quincey
ANIMATION,Hall
ANIMATION,Landor
ANIMATIVE,Johnson
ANIMATOR,Browne
ANIME,Ure
ANIMISM,Tylor
ANIMISTIC,Tylor
ANIMOSITY,Holland
ANIMOSITY,Macaulay
ANIMOSITY,Spectator
ANIMOSITY,Hume
ANION,Faraday
ANISOMETRIC,Dana
ANNALIST,Hume
ANNALISTIC,Lewis
ANNALIZE,Sheldon
ANNALS,Gray
ANNALS,Burke
ANNECTENT,Owen
ANNEX,Johnson
ANNEX,Tooke
ANNEXATION,Wharton
ANNIHILATE,Bacon
ANNIHILATION,Hooker
ANNIVERSARILY,Hall
ANNIVERSARY,Dryden
ANNODATED,Cussans
ANNOUNCE,Gilpin
ANNOUNCE,Prior
ANNOY,Shak
ANNOYANCE,Fuller
ANNOYANCE,Wilkins
ANNOYANCE,Shak
ANNUAL,Ray
ANNUAL,Shak
ANNUAL,Bacon
ANNUAL,Swift
ANNUITANT,Lamb
ANNUL,Milton
ANNULARY,Ray
ANNULATION,Nicholson
ANNULET,Tennyson
ANNUMERATION,Browne
ANNUNCIATIVE,More
ANODYNE,Burke
ANODYNE,Cyc
ANOETIC,Stout
ANOINT,Dryden
ANOINTMENT,Milton
ANOMALISM,Hooker
ANOMALY,Burke
ANOMALY,Darwin
ANON,Stow
ANON,Shak
ANON,Shak
ANONYMITY,Carlyle
ANONYMOUSLY,Swift
ANONYMOUSNESS,Coleridge
ANOREXIA; ANOREXY,Coxe
ANORN,Watson
ANOTHER,Shak
ANOTHER,Shak
ANOTHER,Shak
ANOTHER-GAINES,Sidney
ANOTHER-GUESS,Arbuthnot
ANSATED,Johnson
ANSEROUS,Sydney Smith
ANSWER,Shak
ANSWER,Milton
ANSWER,Milton
ANSWER,Macaulay
ANSWER,Shak
ANSWER,Shak
ANSWER,Shak
ANSWER,Gilpin
ANSWER,Swift
ANSWER,Shak
ANSWER,Shak
ANSWER,Shak
ANSWER,Shak
ANSWERABLE,Johnson
ANSWERABLE,Milton
ANSWERABLE,Milton
ANSWERLESS,Byron
ANTAGONIST,Milton
ANTAGONIST,Hooker
ANTAGONISTIC; ANTAGONISTICAL,Milman
ANTAGONY,Milton
ANTALKALI; ANTALKALINE,Hoopplw
ANTAPHRODITIC,Antaphrodisiac
ANTEAL,Fleming
ANTECEDENCE,Spenser
ANTECEDENT,South
ANTECEDENT,Max Miller
ANTECEDENT,Massinger
ANTECEDENT,Newman
ANTECEDENT,McClellan
ANTECEDENTLY,Barrow
ANTEDATE,Pope
ANTEDATE,Wordsworth
ANTEFLEXION,Thomas
ANTELOPE,Spenser
ANTEMUNDANE,Young
ANTENATAL,Shelley
ANTENNAL,Owen
ANTENUPTIAL,Kent
ANTEPAST,Taylor
ANTEPENDIUM,Smollett
ANTEPHIALTIC,Dunglison
ANTEPREDICAMENT,Chambers
ANTERIOR,Lewis
ANTERIORITY,Pope
ANTES; ANTAE,Antæ
ANTESTOMACH,Ray
ANTEVERT,Hall
ANTHEM,Milton
ANTHEM,Keats
ANTHERIFEROUS,Gray
ANTHESIS,Gray
ANTHOLOGICAL,Wood
ANTHOPHORE,Gray
ANTHROPOMETRY,Dunglison
ANTHROPOMORPHIC,Hadley
ANTHROPOMORPHITIC,Kitto
ANTHROPOMORPHITISM,Wordsworth
ANTHROPOPATHIC; ANTHROPOPATHICAL,Rogers
ANTHROPOPATHISM; ANTHROPOPATHY,Hare
ANTHROPOPHAGI,Shak
ANTHROPOPHAGITE,Taylor
ANTHROPOTOMY,Owen
ANTI-AMERICAN,Marshall
ANTIARIN,Watts
ANTIC,Addison
ANTIC,Fuller
ANTIC,Spenser
ANTIC,Wordsworth
ANTICHTHON,Grote
ANTICHTHON,Whewell
ANTICIPANT,Southey
ANTICIPATE,Hall
ANTICIPATE,Macaulay
ANTICIPATE,Milton
ANTICIPATE,Spectator
ANTICIPATE,Macaulay
ANTICIPATION,Shak
ANTICIPATION,Thodey
ANTICIPATION,Locke
ANTICIPATORY,Owen
ANTICIPATORY,Shairp
ANTIC-MASK,Jonson
ANTICNESS,Ford
ANTICONVULSIVE,Floyer
ANTIDOTAL,Browne
ANTIDOTE,South
ANTI-FEDERALIST,Pickering
ANTILOGY,Hamilton
ANTIMEPHITIC,Dunglison
ANTIMONARCHIC; ANTIMONARCHICAL,Addison
ANTINOMIAN,Mosheim
ANTINOMIANISM,South
ANTINOMIST,Sanderson
ANTINOMY,Milton
ANTIPAPAL,Milton
ANTIPARALLEL,Hammond
ANTIPATHETIC; ANTIPATHETICAL,Fuller
ANTIPATHY,Washington
ANTIPATHY,Taylor
ANTIPHLOGISTIC,Coxe
ANTIPHON,Shipley
ANTIPHONAL,Wheatly
ANTIPHONER,Chaucer
ANTIPHONY,Browning
ANTIPODE,Lamb
ANTIPOLE,Eliot
ANTIQUARY,Antiquaries
ANTIQUATE,Hale
ANTIQUATED,Scott
ANTIQUE,Spenser
ANTIQUE,Byron
ANTIQUITY,Jonson
ANTISACERDOTAL,Waterland
ANTISTROPHE,Potter
ANTISTROPHON,Milton
ANTISTRUMOUS,Wiseman
ANTITHET,Bacon
ANTITROPAL; ANTITROPOUS,Lindley
ANTIVACCINATION,London Times
ANTLER,Macaulay
ANTLERED,Cowper
ANTONYM,Smith
ANTRORSE,Gray
ANTRUM,Huxley
ANVIL,Swift
ANXIETY,Dunglison
ANXIOUS,Milton
ANXIOUS,Macaulay
ANY,Shak
ANY,Steele
ANYBODY,Macaulay
ANYBODY,Rev
ANYHOW,Newman
ANYTHING,Trollope
ANYTHING,Sumner
ANYTHING,Richardson
ANYWAY; ANYWAYS,Southey
ANYWHERE,Udall
APACE,Spenser
APACE,Taylor
APAGOGIC; APAGOGICAL,Berkeley
APART,Milton
APART,Keble
APARTMENT,Fielding
APARTMENT,De Quincey
APATHY,Prescott
APATHY,Fleming
APE,Byron
APE,Burke
APEPSY,Coxe
APERCU,Harris
APERIENT,Arbuthnot
APERITIVE,Harvey
APERTURE,Gilpin
APERTURE,Owen
APERY,Aperies
APERY,Coleridge
APHAKIA,Dunglison
APHELIOTROPIC,Darwin
APHESIS,Dict
APHETIC,Dict
APHETISM,Dict
APHETIZE,Dict
APHILANTHROPY,Coxe
APHORISTIC; APHORISTICAL,De Quincey
APHRODISIAN,Reade
APICAL,Gray
APICIAN,Rogers
APIKED,Chaucer
APISH,Scott
APITPAT,Congreve
APLOTOMY,Dunglison
APLUSTRE,Audsley
APOCALYPSE,Carlyle
APOCARPOUS,Lindley
APOCRYPHA,Apocryphas
APOCRYPHAL,Lewis
APODEICTIC; APODICTIC; APODEICTICAL; APODICTICAL,Hamilton
APOGAMY,De Bary
APOGEOTROPIC,Darwin
APOGRAPH,Blount
APOLOGIZE,More
APOLOGIZE,Froude
APOLOGIZE,Benson
APOLOGY,Dryden
APOLOGY,Dickens
APOLOGY,Webster
APOMECOMETER,Knight
APOPHYGE,Parker
APOPHYSIS,Gray
APOSTATE,Milton
APOSTATE,Steele
APOSTATE,Hall
APOSTATICAL,Hall
APOSTEMATE,Wiseman
APOSTLE,Jonson
APOSTOLATE,Taylor
APOSTOLIC; APOSTOLICAL,Hook
APOSTOLICALNESS,More
APOTELESMATIC,Stuart
APOTHEGMATIST,Pope
APOTHEOSIS,Harrison
APOTHESIS,Weale
APOZEMICAL,Whitaker
APPALACHIAN,Cyc
APPALL,Wyatt
APPALL,Holland
APPALL,Clarendon
APPAREL,Denham
APPAREL,Tatler
APPAREL,Hayward
APPAREL,Wordsworth
APPARENCY,Coleridge
APPARENT,Milton
APPARENT,Shak
APPARENT,Reid
APPARENT,Shak
APPARENTLY,Shak
APPARITION,Milton
APPARITION,Prescott
APPARITION,Scott
APPARITION,Tatler
APPARITION,Shak
APPARITOR,Bouvier
APPAY,Sidney
APPEACH,Spenser
APPEAL,Scott
APPEAL,Tomlins
APPEAL,Horsley
APPEAL,Macaulay
APPEAL,Bouvier
APPEAL,Dryden
APPEAL,Bacon
APPEAL,Kent
APPEAR,Macaulay
APPEAR,Milton
APPEAR,Fletcher
APPEARANCE,Bacon
APPEARER,Browne
APPEARINGLY,Hall
APPEASEMENT,Hayward
APPELLANT,Tomlins
APPELLATION,Hume
APPELLATIVE,Cudworth
APPELLATIVE,Taylor
APPELLATIVENESS,Fuller
APPELLATORY,Ayliffe
APPELLEE,Blackstone
APPELLOR,Blackstone
APPELLOR,Burrill
APPEND,Taylor
APPENDAGE,Taylor
APPENDAGE,Carpenter
APPENDANT,Taylor
APPENDANT,Coke
APPENDICULATE,Withering
APPENDIX,Hale
APPERCEIVE,Chaucer
APPERCEPTION,Reid
APPERCEPTION,Hamilton
APPERTAIN,Hooker
APPETENCY,Merivale
APPETENT,Buck
APPETIBILITY,Bramhall
APPETITE,Buckle
APPETITE,Taylor
APPETITE,Macaulay
APPETITE,Bacon
APPETITE,Swift
APPETITION,Holland
APPETITIVE,Hale
APPETIZE,Scott
APPETIZING,Scott
APPLAUD,Shak
APPLAUSE,Dryden
APPLE,Holland
APPLE-JOHN,Shak
APPLIANCE,Shak
APPLICANT,Plumtre
APPLICANT,Swift
APPLICATE,Taylor
APPLICATE,Pearson
APPLICATION,Jay
APPLICATIVE,Bramhall
APPLOT,Milton
APPLY,Dryden
APPLY,Milton
APPLY,Pope
APPLY,Johnson
APPLY,Sidney
APPLY,Chapman
APPOINT,Hayward
APPOINT,Milton
APPOINTEE,Wharton
APPOINTER,Kent
APPOINTMENT,Prescott
APPORTER,Hale
APPOSE,Chapman
APPOSE,Tyndale
APPOSITION,Arbuthnot
APPOSITIVE,Knatchbull
APPRAISE,Tennyson
APPRAISE,Browning
APPRAISE,Tennyson
APPRECATION,Hall
APPRECIATE,Gibbon
APPRECIATE,Ramsay
APPRECIATE,Lubbock
APPRECIATE,Morse
APPREHEND,Taylor
APPREHEND,Fuller
APPREHEND,Gladstone
APPREHEND,Rowe
APPREHENSIBLE,Hall
APPREHENSION,Browne
APPREHENSION,Glanvill
APPREHENSION,South
APPREHENSION,Addison
APPREHENSIVE,Hawthorne
APPREHENSIVE,Taylor
APPREHENSIVE,Hamilton
APPREHENSIVE,Tillotson
APPREHENSIVE,Gladstone
APPREHENSIVE,Milton
APPRIZER,Scott
APPROACH,Owen
APPROACH,Bacon
APPROACH,Macaulay
APPROBATE,Hamilton
APPROBATION,Macaulay
APPROBATION,Melmoth
APPROBATION,Darwin
APPROBATION,Shak
APPROBATIVE,Milner
APPROBATORY,Sheldon
APPROMT,Bacon
APPROOF,Shak
APPROPINQUATE,Lytton
APPROPINQUATION,Hall
APPROPINQUITY,Gregory
APPROPRIABLE,Browne
APPROPRIAMENT,Ford
APPROPRIATE,Porteus
APPROPRIATE,Stillingfleet
APPROPRIATE,Locke
APPROPRIATE,Blackstone
APPROPRIATION,Macaulay
APPROPRIATION,Blackstone
APPROVE,Emerson
APPROVE,Macaulay
APPROVE,Byron
APPROVE,Parkman
APPROVE,Macaulay
APPROVE,Black
APPROVEMENT,Approbation
APPROVEMENT,Hayward
APPROVEMENT,Bouvier
APPROXIMATE,Morse
APPROXIMATION,Taylor
APPUI,Holland
APPULSE,Holder
APPULSIVE,Cyc
APPURTENANCE,Burrill
APPURTENANCE,Bacon
APPURTENANCE,Reid
APPURTENANT,Coleridge
APRICATE,Boyle
APRIL,Shak
APRIL,Coleridge
APRON,Totten
APRONED,Pope
APRONFUL,Apronfuls
APRON STRING,Macaulay
APROPOS,Pope
APT,Burke
APT,Taylor
APT,Temple
APT,Lubbock
APT,Harrison
APT,Shak
APT,Shak
APT,Taylor
APTERAL,Cyc
APTITUDE,Macaulay
APTITUDE,Milton
APTITUDE,Macaulay
APTNESS,Green
APYRETIC,Dunglison
AQUA,Shak
AQUATILE,Browne
AQUEOUS,Tyndall
AQUEOUS,Dana
AQUILINE,Cowper
AQUIPAROUS,Dunglison
AQUOSITY,Huxley
AQUOSITY,Holland
ARAB,Tylor
ARAB,Rev
ARABIAN,Shak
ARABISM,Stuart
ARACHNID,Huxley
ARANEIFORM,Kirby
ARANEOUS,Derham
ARANGO,McCulloch
ARATION,Brande
ARAUCARIAN,Dana
ARBITER,Cowper
ARBITRABLE,Hall
ARBITRAMENT,Everett
ARBITRAMENT,Scott
ARBITRAMENT,Cowell
ARBITRARY,Taylor
ARBITRARY,Landor
ARBITRARY,Washington
ARBITRATE,South
ARBITRATE,Shak
ARBITRATE,Shak
ARBITRATOR,Addison
ARBITRESS,Milton
ARBOREAL,Darwin
ARBOREOUS,Loudon
ARBOREOUS,Quincy
ARBORICULTURAL,Loudon
ARBORIST,Howell
ARBOROUS,Milton
ARBUSCLE,Bradley
ARBUSCULAR,Da Costa
ARBUTUS; ARBUTE,Gray
ARC,Milton
ARCADIA,Burroughs
ARCANUM,Warburton
ARCANUM,Dunglison
ARCBOUTANT,Gwilt
ARCH,Charlesworth
ARCH,Shak
ARCH,Tatler
ARCH,Shak
ARCHAEOLOGIST,Wright
ARCHAIZE,Mahaffy
ARCHANGEL,Milton
ARCHANGELIC,Milton
ARCHDEACON,Blackstone
ARCHDEACONRY,Blackstone
ARCHDUCHY,Ash
ARCHEBIOSIS,Bastian
ARCHELOGY,Fleming
ARCHENCEPHALA,Owen
ARCHENEMY,Milton
ARCHERESS,Markham
ARCHETYPE,Macaulay
ARCHETYPE,South
ARCHIATER,Cyc
ARCHIEREY,Pinkerton
ARCHIL,Tomlinson
ARCHIMAGE; ARCHIMAGUS,Spenser
ARCHIMEDEAN,Francis
ARCHITECT,Milton
ARCHITECT,Coldsmith
ARCHITECTIVE,Derham
ARCHITECTONIC; ARCHITECTONICAL,Shairp
ARCHITECTURE,Ruskin
ARCHITECTURE,Tyndall
ARCHITECTURE,Burnet
ARCHITRAVED,Cowper
ARCHIVAL,Tooke
ARCHLY,Longfellow
ARCHNESS,Goldsmith
ARCHONSHIP,Mitford
ARCHONTATE,Gibbon
ARCHPRESBYTERY,Milton
ARCHPRIMATE,Milton
ARCHTRAITOR,Watts
ARCUATION,Coxe
ARCUATION,Chambers
ARCUBALIST,Fosbroke
ARCUBALISTER,Camden
ARDENCY,Herbert
ARDENT,Dryden
ARDENT,Macaulay
ARDUOUS,Pope
ARDUROUS,Cary
AREAD; AREED,Spenser
AREAD; AREED,Lytton
AREAR,Spenser
AREEK,Swift
AREFACTION,Hale
AREFY,Bacon
ARENATION,Dunglison
ARENDATOR,Tooke
ARENICOLITE,Dana
ARENOSE,Johnson
AREOLATION,Dana
AREOPAGITIC,Mitford
ARETAICS,Grote
ARGAL,Shak
ARGAS,Talaje
ARGENT,Tennyson
ARGENT,Weale
ARGENT,Pope
ARGENTATE,Gray
ARGENTINE,Shak
ARGENTINE,Simmonds
ARGENTRY,Howell
ARGILLOUS,Browne
ARGOL,Ure
ARGOSY,Shak
ARGUE,Milton
ARGUE,Milton
ARGUE,Dryden
ARGUE,Crabb
ARGUE,Falconer
ARGUE,Dryden
ARGUMENT,Ray
ARGUMENT,Locke
ARGUMENT,Shak
ARGUMENT,Jeffrey
ARGUMENT,Milton
ARGUMENT,Shak
ARGUMENTATION,Tyndale
ARGUTE,Milman
ARGUTENESS,Dryden
ARIAN,Mosheim
ARIDITY,Norris
ARIETTA; ARIETTE,Scott
ARIL; ARILLUS,Gray
ARIOLATION,Browne
ARIOSE,Rev
ARISE,Milton
ARISTA,Gray
ARISTARCH,Knowles
ARISTARCHY,Harrington
ARISTATE,Gray
ARISTOCRACY,Jonson
ARISTOCRACY,Swift
ARISTOCRAT,Browning
ARISTOCRAT,Romilly
ARISTOCRATISM,Romilly
ARISTOLOGY,Rev
ARISTOTELIC,Hamilton
